group,session,agent,kind,hand,street,prompt_tokens,total_tokens,cost
control,akg-vs-fullhistory-1,llm-fullhistory,decision,28,preflop,3149,18672,0.03813645
control,akg-vs-fullhistory-1,llm-fullhistory,decision,30,preflop,3372,19989,0.040857
control,akg-vs-fullhistory-1,llm-fullhistory,decision,32,preflop,3613,3621,0.013666500000000002
control,akg-vs-fullhistory-1,llm-fullhistory,decision,34,preflop,3782,11260,0.02945295
control,akg-vs-fullhistory-1,llm-fullhistory,decision,36,preflop,3992,4004,0.01514775
control,akg-vs-fullhistory-1,llm-fullhistory,decision,38,preflop,4163,41117,0.0694836
control,akg-vs-fullhistory-1,llm-fullhistory,decision,40,preflop,4422,26268,0.05344575
control,akg-vs-fullhistory-1,llm-fullhistory,decision,42,preflop,4645,13863,0.03623685
control,akg-vs-fullhistory-1,llm-fullhistory,decision,44,preflop,4858,14489,0.03784950000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,46,preflop,5068,15119,0.03948750000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,48,preflop,5277,15746,0.04111770000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,50,preflop,5487,16376,0.04275570000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,52,preflop,5696,56918,0.09890505
control,akg-vs-fullhistory-1,llm-fullhistory,decision,54,preflop,5970,17826,0.04652685000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,56,preflop,6180,18455,0.0481611
control,akg-vs-fullhistory-1,llm-fullhistory,decision,58,preflop,6390,19084,0.04979535
control,akg-vs-fullhistory-1,llm-fullhistory,decision,60,preflop,6599,19713,0.05143305000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,62,preflop,6811,6823,0.025719000000000002
control,akg-vs-fullhistory-1,llm-fullhistory,decision,64,preflop,6986,20872,0.054444150000000004
control,akg-vs-fullhistory-1,llm-fullhistory,decision,66,preflop,7196,21504,0.056089650000000005
control,akg-vs-fullhistory-1,llm-fullhistory,decision,68,preflop,7406,22135,0.0577314
control,akg-vs-fullhistory-1,llm-fullhistory,decision,70,preflop,7618,7630,0.028745250000000003
control,akg-vs-fullhistory-1,llm-fullhistory,decision,72,preflop,7790,7802,0.029390250000000003
control,akg-vs-fullhistory-1,llm-fullhistory,decision,74,preflop,7963,7971,0.029979000000000002
control,akg-vs-fullhistory-1,llm-fullhistory,decision,76,preflop,8133,24313,0.06339075
control,akg-vs-fullhistory-1,llm-fullhistory,decision,78,preflop,8343,24943,0.06502875000000001
control,akg-vs-fullhistory-1,llm-fullhistory,decision,80,preflop,8553,25573,0.06666675
control,akg-vs-fullhistory-2,llm-fullhistory,decision,2,preflop,523,1470,0.00465
control,akg-vs-fullhistory-2,llm-fullhistory,decision,3,preflop,644,656,0.002112
control,akg-vs-fullhistory-2,llm-fullhistory,decision,4,preflop,723,4095,0.01061565
control,akg-vs-fullhistory-2,llm-fullhistory,decision,6,preflop,963,5520,0.014026499999999999
control,akg-vs-fullhistory-2,llm-fullhistory,decision,8,preflop,1187,3476,0.0092157
control,akg-vs-fullhistory-2,llm-fullhistory,decision,10,preflop,1396,1408,0.00541275
control,akg-vs-fullhistory-2,llm-fullhistory,decision,12,preflop,1569,4630,0.0121803
control,akg-vs-fullhistory-2,llm-fullhistory,decision,14,preflop,1772,1784,0.00682275
control,akg-vs-fullhistory-2,llm-fullhistory,decision,16,preflop,1943,11425,0.0235356
control,akg-vs-fullhistory-2,llm-fullhistory,decision,18,preflop,2185,6469,0.01699635
control,akg-vs-fullhistory-2,llm-fullhistory,decision,20,preflop,2394,7096,0.01862655
control,akg-vs-fullhistory-2,llm-fullhistory,decision,22,preflop,2603,25585,0.043561949999999995
control,akg-vs-fullhistory-2,llm-fullhistory,decision,24,preflop,2841,16793,0.03432285
control,akg-vs-fullhistory-2,llm-fullhistory,decision,26,preflop,3063,30116,0.05099985
control,akg-vs-fullhistory-2,llm-fullhistory,decision,28,preflop,3315,3327,0.012609
control,akg-vs-fullhistory-2,llm-fullhistory,decision,30,preflop,3485,3493,0.0131865
control,akg-vs-fullhistory-2,llm-fullhistory,decision,32,preflop,3654,10876,0.028454550000000002
control,akg-vs-fullhistory-2,llm-fullhistory,decision,34,preflop,3864,11507,0.0300963
control,akg-vs-fullhistory-2,llm-fullhistory,decision,36,preflop,4074,12136,0.031730549999999996
control,akg-vs-fullhistory-2,llm-fullhistory,decision,38,preflop,4281,12759,0.03335265
control,akg-vs-fullhistory-2,llm-fullhistory,decision,40,preflop,4493,13395,0.03500625
control,akg-vs-fullhistory-2,llm-fullhistory,decision,42,preflop,4702,14021,0.036632700000000004
control,akg-vs-fullhistory-2,llm-fullhistory,decision,44,preflop,4912,14650,0.03826695
control,akg-vs-fullhistory-2,llm-fullhistory,decision,46,preflop,5121,5133,0.019381500000000003
control,akg-vs-fullhistory-2,llm-fullhistory,decision,48,preflop,5298,15810,0.04128525
control,akg-vs-fullhistory-2,llm-fullhistory,decision,50,preflop,5509,16440,0.0429198
control,akg-vs-fullhistory-2,llm-fullhistory,decision,52,preflop,5714,17056,0.04452255
control,akg-vs-fullhistory-2,llm-fullhistory,decision,54,preflop,5922,17680,0.046144950000000004
control,akg-vs-fullhistory-2,llm-fullhistory,decision,56,preflop,6132,18310,0.047782950000000005
control,akg-vs-fullhistory-2,llm-fullhistory,decision,58,preflop,6342,18940,0.049420950000000005
control,akg-vs-fullhistory-2,llm-fullhistory,decision,60,preflop,6555,6567,0.024759000000000003
control,akg-vs-fullhistory-2,llm-fullhistory,decision,62,preflop,6729,20101,0.05243955
control,akg-vs-fullhistory-2,llm-fullhistory,decision,64,preflop,6938,20729,0.054073500000000004
control,akg-vs-fullhistory-2,llm-fullhistory,decision,66,preflop,7146,21352,0.05569215000000001
control,akg-vs-fullhistory-2,llm-fullhistory,decision,68,preflop,7354,21977,0.0573183
control,akg-vs-fullhistory-2,llm-fullhistory,decision,70,preflop,7564,22606,0.058952550000000006
control,akg-vs-fullhistory-2,llm-fullhistory,decision,72,preflop,7772,23231,0.060578700000000006
control,akg-vs-fullhistory-2,llm-fullhistory,decision,74,preflop,7980,7992,0.03010275
control,akg-vs-fullhistory-2,llm-fullhistory,decision,76,preflop,8156,24382,0.06357015
control,akg-vs-fullhistory-2,llm-fullhistory,decision,78,preflop,8365,24950,0.0648891
control,akg-vs-fullhistory-2,llm-fullhistory,decision,80,preflop,8530,25445,0.06617609999999999
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,1,preflop,443,1184,0.003744
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,2,preflop,534,4673,0.012166050000000001
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,3,preflop,695,2001,0.00725025
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,5,preflop,901,913,0.002883
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,7,preflop,1073,10242,0.01769655
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,9,preflop,1333,1345,0.0051765
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,11,preflop,1504,1516,0.00581775
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,13,preflop,1674,1686,0.00645525
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,15,preflop,1848,18042,0.030835050000000003
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,17,preflop,2116,6261,0.0164544
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,19,preflop,2324,2336,0.00889275
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,21,preflop,2495,2507,0.009534
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,23,preflop,2669,7922,0.0207753
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,25,preflop,2878,8548,0.02240175
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,27,preflop,3084,9167,0.0240123
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,29,preflop,3295,32474,0.05520945000000001
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,31,preflop,3560,10595,0.0277251
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,33,preflop,3771,11227,0.02936715
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,35,preflop,3980,3992,0.01510275
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,37,preflop,4151,4163,0.015744
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,39,preflop,4324,12887,0.0336843
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,41,preflop,4536,4548,0.01718775
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,43,preflop,4709,14041,0.03668355
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,45,preflop,4917,14665,0.038305950000000005
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,47,preflop,5126,5138,0.01940025
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,49,preflop,5299,15813,0.04129305
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,51,preflop,5508,5516,0.02077275
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,53,preflop,5677,16945,0.04423395
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,55,preflop,5885,17569,0.045856350000000004
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,57,preflop,6093,6101,0.0229665
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,59,preflop,6261,18697,0.04878915
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,61,preflop,6468,6480,0.024432750000000003
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,63,preflop,6641,19837,0.05175315
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,65,preflop,6850,20465,0.05338710000000001
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,67,preflop,7059,7067,0.026589
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,69,preflop,7228,21599,0.056335500000000004
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,71,preflop,7438,22228,0.05796975
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,73,preflop,7642,22841,0.0595647
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,75,preflop,7849,7861,0.029611500000000002
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,77,preflop,8022,8034,0.030260250000000002
treatment,fullhistory-vs-akg-1,llm-fullhistory,decision,79,preflop,8195,48917,0.09937395000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,1,preflop,442,3908,0.010240800000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,3,preflop,691,6465,0.01319085
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,5,preflop,942,954,0.003006
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,7,preflop,1112,1124,0.00434775
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,9,preflop,1283,1295,0.004989
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,11,preflop,1457,4286,0.0113217
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,13,preflop,1665,1677,0.0064215
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,15,preflop,1837,1845,0.0070065
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,17,preflop,2005,2013,0.0076365
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,19,preflop,2174,2182,0.008270250000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,21,preflop,2339,6932,0.0182013
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,23,preflop,2545,7550,0.019808100000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,25,preflop,2753,8172,0.021422999999999998
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,27,preflop,2960,8794,0.023041350000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,29,preflop,3171,9427,0.02468715
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,31,preflop,3381,3393,0.0128565
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,33,preflop,3555,10581,0.027689850000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,35,preflop,3766,3774,0.014240250000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,37,preflop,3933,11714,0.030634500000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,39,preflop,4140,4152,0.01570275
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,41,preflop,4313,12853,0.03359475000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,43,preflop,4523,4531,0.017079
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,45,preflop,4690,13985,0.036539100000000005
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,47,preflop,4899,4911,0.018549000000000003
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,49,preflop,5074,15137,0.03953430000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,51,preflop,5280,15756,0.04114485
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,53,preflop,5490,16384,0.042775350000000004
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,55,preflop,5699,17011,0.04440555
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,57,preflop,5907,17636,0.0460317
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,59,preflop,6117,18265,0.04766595
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,61,preflop,6321,18879,0.04926465000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,63,preflop,6531,19509,0.05090265000000001
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,65,preflop,6741,6753,0.025456500000000003
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,67,preflop,6916,20662,0.053898150000000006
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,69,preflop,7124,21289,0.055531800000000006
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,71,preflop,7335,7343,0.027624000000000003
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,73,preflop,7502,7514,0.028310250000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,75,preflop,7674,7686,0.028955250000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,77,preflop,7847,7859,0.029604000000000002
treatment,fullhistory-vs-akg-2,llm-fullhistory,decision,79,preflop,8018,8026,0.03018525
